new_id,old_id,fish_type,body_shape,rarity,fish_name,local_name,rep_file
1,40,其他魚類,圓筒型,4,Pufferfish,Pufferfish,040_hk-pufferfish.png
2,44,其他魚類,扁平型,2,Stingray,Stingray,044_hk-stingray.png
3,63,其他魚類,標準紡錘型,2,Anchovy,Anchovy,063_hk-anchovy-local-badge.png
4,65,其他魚類,標準紡錘型,2,Barracuda,Barracuda,065_hk-barracuda-local-badge.png
5,16,其他魚類,標準紡錘型,2,Barramundi,Barramundi,016_hk-barramundi.png
6,19,其他魚類,標準紡錘型,2,Bartail Flathead,Bartail Flathead,019_hk-bartail-flathead.png
7,26,其他魚類,標準紡錘型,2,Big Head Croaker,Big Head Croaker,026_hk-big-head-croaker.png
8,20,其他魚類,標準紡錘型,2,Bigeye Flathead,Bigeye Flathead,020_hk-bigeye-flathead.png
9,111,其他魚類,標準紡錘型,2,Bigeye Pomfret,Bigeye Pomfret,111_hk-bigeye-pomfret-local-badge.png
10,116,其他魚類,標準紡錘型,2,Biting Blenny,Biting Blenny,116_hk-biting-blenny-local-badge.png
11,38,其他魚類,標準紡錘型,2,Black Pomfret,Black Pomfret,038_hk-black-pomfret.png
12,22,其他魚類,標準紡錘型,2,Bombay Duck,Bombay Duck,022_hk-bombay-duck.png
13,74,其他魚類,標準紡錘型,2,Cardinalfish,Cardinalfish,074_hk-cardinalfish-local-badge.png
14,100,其他魚類,標準紡錘型,2,Croaker,gwak,100_hk-croaker-gwak-local-badge.png
15,124,其他魚類,標準紡錘型,2,Daggertooth Pike Conger,Daggertooth Pike Conger,124_hk-daggertooth-pike-conger-local-badge.png
16,119,其他魚類,標準紡錘型,2,Dragon Boat Fish,Dragon Boat Fish,119_hk-dragon-boat-fish-local-badge.png
17,56,其他魚類,標準紡錘型,2,Egg Wrasse,Egg Wrasse,056_hk-egg-wrasse-local-badge.png
18,88,其他魚類,標準紡錘型,2,Flagfish,Flagfish,088_hk-flagfish-local-badge.png
19,17,其他魚類,標準紡錘型,2,Fourfinger Threadfin,Fourfinger Threadfin,017_hk-fourfinger-threadfin.png
20,59,其他魚類,標準紡錘型,2,Goatfish,Goatfish,059_hk-goatfish-local-badge.png
21,99,其他魚類,標準紡錘型,2,Goatfish,wrasp,099_hk-goatfish-wrasp-local-badge.png
22,117,其他魚類,標準紡錘型,2,Green Wrasse,Green Wrasse,117_hk-green-wrasse-local-badge.png
23,60,其他魚類,標準紡錘型,2,Grunt,Grunt,060_hk-grunt-local-badge.png
24,101,其他魚類,標準紡錘型,2,Icon,Icon,101_icon.png
25,102,其他魚類,標準紡錘型,2,Icon,Icon,102_icon.png
26,103,其他魚類,標準紡錘型,2,Icon,Icon,103_icon.png
27,105,其他魚類,標準紡錘型,2,Icon,Icon,105_icon.png
28,106,其他魚類,標準紡錘型,2,Icon,Icon,106_icon.png
29,108,其他魚類,標準紡錘型,2,Icon,Icon,108_icon.png
30,113,其他魚類,標準紡錘型,2,Icon,Icon,113_icon.png
31,114,其他魚類,標準紡錘型,2,Icon,Icon,114_icon.png
32,15,其他魚類,標準紡錘型,2,Japanese Seabass,Japanese Seabass,015_hk-japanese-seabass.png
33,18,其他魚類,標準紡錘型,2,Largehead Hairtail,Largehead Hairtail,018_hk-largehead-hairtail.png
34,70,其他魚類,標準紡錘型,2,Mojarra,Mojarra,070_hk-mojarra-local-badge.png
35,57,其他魚類,標準紡錘型,2,Mouse Wrasse,Mouse Wrasse,057_hk-mouse-wrasse-local-badge.png
36,29,其他魚類,標準紡錘型,2,Orangefin Ponyfish,Orangefin Ponyfish,029_hk-orangefin-ponyfish.png
37,107,其他魚類,標準紡錘型,2,Peanut Fish,Peanut Fish,107_hk-peanut-fish-local-badge.png
38,28,其他魚類,標準紡錘型,2,Ponyfish,Ponyfish,028_hk-ponyfish.png
39,27,其他魚類,標準紡錘型,2,Reeves Croaker,Reeves Croaker,027_hk-reeves-croaker.png
40,80,其他魚類,標準紡錘型,2,Remora,Remora,080_hk-remora-local-badge.png
41,64,其他魚類,標準紡錘型,2,Sardinella,Sardinella,064_hk-sardinella-local-badge.png
42,62,其他魚類,標準紡錘型,2,Silver Biddy,Silver Biddy,062_hk-silver-biddy-local-badge.png
43,115,其他魚類,標準紡錘型,2,Silver Mojarra,Silver Mojarra,115_hk-silver-mojarra-local-badge.png
44,39,其他魚類,標準紡錘型,2,Silver Pomfret,Silver Pomfret,039_hk-silver-pomfret.png
45,58,其他魚類,標準紡錘型,2,Silver Sillago,Silver Sillago,058_hk-silver-sillago-local-badge.png
46,61,其他魚類,標準紡錘型,2,Small Banded Grunter,Small Banded Grunter,061_hk-small-banded-grunter-local-badge.png
47,12,其他魚類,標準紡錘型,2,Spotted Scat,Spotted Scat,012_hk-spotted-scat.png
48,97,其他魚類,標準紡錘型,2,Spotted Sillago,Spotted Sillago,097_hk-spotted-sillago-local-badge.png
49,94,其他魚類,標準紡錘型,2,Spotted Sweetlips,Spotted Sweetlips,094_hk-spotted-sweetlips-local-badge.png
50,110,其他魚類,標準紡錘型,2,Three Whisker Fish,Three Whisker Fish,110_hk-three-whisker-fish-local-badge.png
51,118,其他魚類,標準紡錘型,2,Triangle Fish,Triangle Fish,118_hk-triangle-fish-local-badge.png
52,47,其他魚類,標準紡錘型,2,Unicorn Leatherjacket,Unicorn Leatherjacket,047_hk-unicorn-leatherjacket.png
53,45,其他魚類,標準紡錘型,2,White Spotted Bamboo Shark,White Spotted Bamboo Shark,045_hk-white-spotted-bamboo-shark.png
54,25,其他魚類,標準紡錘型,2,Yellow Croaker,Yellow Croaker,025_hk-yellow-croaker.png
55,90,其他魚類,標準紡錘型,2,Yellow Nail,Yellow Nail,090_hk-yellow-nail-local-badge.png
56,120,其他魚類,標準紡錘型,2,Yellowtail Fusilier,Yellowtail Fusilier,120_hk-yellowtail-fusilier-local-badge.png
57,122,其他魚類,細長型,2,Green Needlefish,Green Needlefish,122_hk-green-needlefish-local-badge.png
58,67,其他魚類,細長型,2,Halfbeak,Halfbeak,067_hk-halfbeak-local-badge.png
59,66,其他魚類,細長型,2,Needlefish,Needlefish,066_hk-needlefish-local-badge.png
60,48,底棲近岸類,扁平型,2,Flatfish,Flatfish,048_hk-flatfish.png
61,49,底棲近岸類,扁平型,2,Moray Eel,Moray Eel,049_hk-moray-eel.png
62,69,底棲近岸類,標準紡錘型,3,Sea Catfish,Sea Catfish,069_hk-sea-catfish-local-badge.png
